FIPS_code,State,grpName,Lit_P1,Lit_P1_CI_L,Lit_P1_CI_U,Lit_P1_CV,Lit_P1_CI_L_indicator,Lit_P1_CV_indicator,Lit_P2,Lit_P2_CI_L,Lit_P2_CI_U,Lit_P2_CV,Lit_P2_CI_L_indicator,Lit_P2_CV_indicator,Lit_P3,Lit_P3_CI_L,Lit_P3_CI_U,Lit_P3_CV,Lit_P3_CV_indicator,Lit_A,Lit_A_CI_L,Lit_A_CI_U,Lit_A_CV,Num_P1,Num_P1_CI_L,Num_P1_CI_U,Num_P1_CV,Num_P1_CV_indicator,Num_P2,Num_P2_CI_L,Num_P2_CI_U,Num_P2_CV,Num_P2_CI_L_indicator,Num_P2_CV_indicator,Num_P3,Num_P3_CI_L,Num_P3_CI_U,Num_P3_CV,Num_P3_CI_L_indicator,Num_P3_CV_indicator,Num_A,Num_A_CI_L,Num_A_CI_U,Num_A_CV,POP,POP_DOMAIN,Male,Female,White,Black,Hispanic,Asian,AIAN,NHPI,Other_race,Less_HS,HS,More_HS,Eng_not_well,FB_after2010,FB_1990_2009,FB_before1990,FB,Poverty_100,Poverty_150,SNAP,Employed,Unemployed,Not_in_labor,OCC_Manage,OCC_Service,OCC_Sales,OCC_Natural,OCC_Military,OCC_Prod,No_Insurance
26,Michigan,High_school,0.29,0.234,0.35,0.101,NA,NA,0.434,0.35,0.513,0.094,NA,NA,0.276,0.218,0.341,0.11,NA,245.4,236.4,254.4,0.019,0.454,0.386,0.524,0.076,NA,0.343,0.252,0.429,0.13,NA,NA,0.203,0.15,0.268,0.145,NA,NA,229.4,219.5,238.4,0.021,NA,1995305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,0.177,NA,NA,NA,NA,0.095
27,Minnesota,High_school,0.273,0.205,0.346,0.131,NA,NA,0.411,0.313,0.502,0.117,NA,NA,0.316,0.254,0.388,0.105,NA,252.3,243.6,261.2,0.018,0.412,0.329,0.498,0.105,NA,0.365,0.263,0.461,0.138,NA,NA,0.223,0.169,0.287,0.133,NA,NA,237.6,228.7,246.5,0.019,NA,935790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,0.072
28,Mississippi,High_school,0.365,0.293,0.449,0.109,NA,NA,0.428,0.323,0.537,0.126,NA,NA,0.206,0.126,0.28,0.185,NA,233.7,221.8,245,0.025,0.564,0.482,0.658,0.081,NA,0.268,0.153,0.375,0.209,NA,NA,0.168,0.102,0.243,0.214,NA,NA,214.7,203.4,225.7,0.026,NA,624810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,0.161,NA,NA,NA,NA,0.186
29,Missouri,High_school,0.278,0.232,0.335,0.095,NA,NA,0.448,0.376,0.515,0.08,NA,NA,0.274,0.224,0.324,0.092,NA,248,240.8,255.4,0.015,0.448,0.393,0.514,0.069,NA,0.379,0.301,0.448,0.1,NA,NA,0.173,0.126,0.221,0.137,NA,NA,229,221.6,236.2,0.017,NA,1281195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.135
30,Montana,High_school,0.221,0.159,0.294,0.156,NA,NA,0.481,0.382,0.571,0.1,NA,NA,0.298,0.226,0.371,0.121,NA,249.3,237.8,260.6,0.023,0.362,0.291,0.443,0.108,NA,0.404,0.301,0.503,0.125,NA,NA,0.233,0.16,0.309,0.154,NA,NA,236.8,225.9,247.9,0.024,NA,213010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,NA,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,0.157
31,Nebraska,High_school,0.259,0.2,0.33,0.127,NA,NA,0.427,0.331,0.519,0.111,NA,NA,0.313,0.24,0.38,0.113,NA,251.2,240,261.7,0.022,0.4,0.331,0.481,0.096,NA,0.386,0.289,0.476,0.125,NA,NA,0.214,0.15,0.277,0.148,NA,NA,236,224.8,246.5,0.023,NA,326770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,NA,NA,NA,NA,NA,NA,0.181,NA,NA,NA,NA,0.119
32,Nevada,High_school,0.32,0.248,0.401,0.122,NA,NA,0.421,0.32,0.513,0.117,NA,NA,0.259,0.195,0.333,0.133,NA,242.2,231.3,253.5,0.023,0.535,0.434,0.649,0.103,NA,0.279,0.156,0.391,0.216,NA,NA,0.186,0.127,0.253,0.171,NA,NA,227.4,216.1,239.3,0.025,NA,600100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,0.172
33,New Hampshire,High_school,0.197,0.132,0.265,0.175,NA,NA,0.487,0.386,0.592,0.107,NA,NA,0.316,0.228,0.394,0.131,NA,255.5,242.5,267.6,0.025,0.356,0.266,0.452,0.129,NA,0.435,0.32,0.546,0.131,NA,NA,0.208,0.135,0.281,0.179,NA,NA,242.6,230.1,255.1,0.026,NA,271150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,0.115
34,New Jersey,High_school,0.287,0.226,0.356,0.116,NA,NA,0.429,0.333,0.516,0.107,NA,NA,0.284,0.226,0.357,0.115,NA,248.5,238.8,258.3,0.02,0.491,0.409,0.581,0.088,NA,0.337,0.233,0.428,0.146,NA,NA,0.172,0.123,0.233,0.157,NA,NA,227.9,217.9,237.6,0.022,NA,1715885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA,0.191,NA,NA,NA,NA,0.14
35,New Mexico,High_school,0.409,0.314,0.511,0.123,NA,NA,0.357,0.235,0.47,0.169,NA,NA,0.234,0.159,0.312,0.165,NA,232.3,222.2,242.9,0.023,0.535,0.443,0.639,0.095,NA,0.283,0.171,0.389,0.194,NA,NA,0.182,0.118,0.252,0.187,NA,NA,214.8,204,225.4,0.026,NA,389440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,NA,NA,NA,NA,NA,NA,0.197,NA,NA,NA,NA,0.163
36,New York,High_school,0.332,0.276,0.398,0.093,NA,NA,0.41,0.327,0.486,0.098,NA,NA,0.258,0.205,0.311,0.104,NA,241.6,233.7,249,0.016,0.527,0.458,0.599,0.068,NA,0.301,0.218,0.38,0.138,NA,NA,0.173,0.129,0.223,0.135,NA,NA,224.4,216.8,231.7,0.017,NA,3634885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,0.222,NA,NA,NA,NA,0.105
37,North Carolina,High_school,0.304,0.249,0.358,0.091,NA,NA,0.411,0.33,0.486,0.094,NA,NA,0.284,0.234,0.35,0.101,NA,248.2,240.1,256.8,0.017,0.475,0.41,0.538,0.068,NA,0.316,0.237,0.391,0.124,NA,NA,0.21,0.165,0.266,0.122,NA,NA,230.1,222.3,238.2,0.018,NA,1873850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,0.167
38,North Dakota,High_school,0.238,0.171,0.322,0.163,NA,NA,0.432,0.315,0.548,0.135,NA,NA,0.33,0.231,0.411,0.136,NA,252.9,238.6,265.9,0.027,0.346,0.266,0.44,0.127,NA,0.413,0.294,0.536,0.149,NA,NA,0.241,0.146,0.321,0.185,NA,NA,241.3,227.1,253.8,0.028,NA,137395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,NA,0.204,NA,NA,NA,NA,0.101
39,Ohio,High_school,0.262,0.201,0.319,0.111,NA,NA,0.462,0.379,0.538,0.087,NA,NA,0.275,0.225,0.343,0.107,NA,251.5,242.6,261.4,0.019,0.444,0.375,0.513,0.079,NA,0.378,0.292,0.461,0.114,NA,NA,0.178,0.124,0.24,0.16,NA,NA,232.2,223.5,241.5,0.02,NA,2652030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA,NA,0.093
40,Oklahoma,High_school,0.268,0.211,0.33,0.111,NA,NA,0.451,0.358,0.538,0.101,NA,NA,0.281,0.212,0.356,0.128,NA,246.7,237.4,256.7,0.02,0.424,0.358,0.494,0.081,NA,0.375,0.283,0.462,0.121,NA,NA,0.201,0.138,0.269,0.163,NA,NA,230.6,220.7,240.3,0.021,NA,842550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152,NA,NA,NA,NA,NA,NA,0.173,NA,NA,NA,NA,0.196
41,Oregon,High_school,0.279,0.213,0.352,0.125,NA,NA,0.418,0.326,0.51,0.11,NA,NA,0.302,0.234,0.372,0.114,NA,249.1,240.4,257.8,0.017,0.429,0.344,0.521,0.104,NA,0.342,0.245,0.436,0.14,NA,NA,0.229,0.166,0.293,0.136,NA,NA,234.2,225.2,243.1,0.019,NA,680725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,0.119
42,Pennsylvania,High_school,0.256,0.209,0.303,0.093,NA,NA,0.479,0.414,0.541,0.068,NA,NA,0.265,0.222,0.312,0.087,NA,248.7,242.4,255.1,0.013,0.449,0.386,0.509,0.069,NA,0.391,0.319,0.46,0.091,NA,NA,0.16,0.122,0.204,0.129,NA,NA,231,224.8,238,0.015,NA,3101925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,NA,NA,NA,NA,NA,NA,0.186,NA,NA,NA,NA,0.084
44,Rhode Island,High_school,0.283,0.22,0.353,0.117,NA,NA,0.425,0.337,0.516,0.107,NA,NA,0.291,0.221,0.358,0.115,NA,247.4,237.5,257.1,0.02,0.442,0.358,0.534,0.099,NA,0.35,0.255,0.438,0.133,NA,NA,0.208,0.146,0.266,0.142,NA,NA,233.4,223.3,243.2,0.022,NA,212035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,0.085
45,South Carolina,High_school,0.315,0.249,0.38,0.103,NA,NA,0.424,0.329,0.508,0.104,NA,NA,0.26,0.204,0.332,0.123,NA,241.5,231.7,252.1,0.021,0.503,0.429,0.579,0.074,NA,0.308,0.209,0.399,0.151,NA,NA,0.189,0.135,0.259,0.164,NA,NA,226.4,216.7,237.1,0.023,NA,1032160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,NA,NA,NA,NA,NA,NA,0.174,NA,NA,NA,NA,0.171
46,South Dakota,High_school,0.243,0.182,0.31,0.134,NA,NA,0.458,0.365,0.555,0.103,NA,NA,0.299,0.223,0.369,0.119,NA,253.5,241.2,264.5,0.023,0.36,0.292,0.435,0.099,NA,0.434,0.341,0.529,0.108,NA,NA,0.207,0.133,0.273,0.169,NA,NA,235.9,224.2,246.5,0.024,NA,171425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,0.186,NA,NA,NA,NA,0.125
47,Tennessee,High_school,0.302,0.251,0.358,0.087,NA,NA,0.464,0.394,0.536,0.078,NA,NA,0.234,0.181,0.284,0.111,NA,240.9,232.6,248.8,0.017,0.492,0.432,0.558,0.065,NA,0.347,0.272,0.418,0.107,NA,NA,0.161,0.118,0.205,0.136,NA,NA,224.3,216.4,232.4,0.018,NA,1541910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157,NA,NA,NA,NA,NA,NA,0.165,NA,NA,NA,NA,0.151
48,Texas,High_school,0.356,0.297,0.419,0.087,NA,NA,0.376,0.291,0.458,0.113,NA,NA,0.268,0.208,0.327,0.113,NA,239.4,231.8,247.3,0.016,0.485,0.411,0.56,0.079,NA,0.303,0.21,0.394,0.15,NA,NA,0.212,0.159,0.266,0.13,NA,NA,223.6,215.7,231.5,0.018,NA,4893035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,NA,NA,NA,NA,NA,NA,0.181,NA,NA,NA,NA,0.245
49,Utah,High_school,0.254,0.176,0.345,0.17,NA,NA,0.379,0.25,0.506,0.17,NA,NA,0.367,0.267,0.469,0.137,NA,254.1,240,268.1,0.028,0.328,0.229,0.444,0.164,NA,0.356,0.21,0.504,0.211,NA,NA,0.316,0.205,0.421,0.174,NA,NA,245.5,231.4,258.7,0.029,NA,463680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA,0.163
50,Vermont,High_school,0.208,0.148,0.272,0.153,NA,NA,0.482,0.394,0.572,0.093,NA,NA,0.31,0.24,0.378,0.111,NA,254.3,245.2,263.3,0.018,0.36,0.28,0.447,0.116,NA,0.431,0.336,0.521,0.108,NA,NA,0.209,0.145,0.27,0.149,NA,NA,239.7,230.1,248.8,0.02,NA,135090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,0.071
51,Virginia,High_school,0.3,0.244,0.369,0.104,NA,NA,0.422,0.335,0.509,0.103,NA,NA,0.278,0.209,0.334,0.113,NA,244.1,235.1,252.7,0.018,0.469,0.395,0.551,0.085,NA,0.325,0.229,0.418,0.148,NA,NA,0.206,0.145,0.26,0.14,NA,NA,231.6,222.8,240,0.019,NA,1485495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,0.197,NA,NA,NA,NA,0.152
53,Washington,High_school,0.285,0.215,0.367,0.134,NA,NA,0.4,0.292,0.502,0.133,NA,NA,0.316,0.235,0.393,0.125,NA,248,233.6,261,0.027,0.425,0.336,0.526,0.113,NA,0.33,0.21,0.443,0.177,NA,NA,0.245,0.172,0.32,0.151,NA,NA,235.6,223.4,247.2,0.025,NA,1181740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,0.189,NA,NA,NA,NA,0.121
54,West Virginia,High_school,0.247,0.189,0.308,0.12,NA,NA,0.522,0.436,0.61,0.085,NA,NA,0.231,0.16,0.299,0.147,NA,244.3,233.2,255.5,0.023,0.445,0.372,0.519,0.084,NA,0.426,0.338,0.515,0.107,NA,NA,0.129,0.073,0.188,0.223,NA,NA,225.6,215.2,236,0.023,NA,526845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153,NA,NA,NA,NA,NA,NA,0.171,NA,NA,NA,NA,0.096
55,Wisconsin,High_school,0.252,0.191,0.32,0.128,NA,NA,0.454,0.362,0.544,0.1,NA,NA,0.294,0.225,0.362,0.116,NA,251.8,241.5,262.1,0.021,0.416,0.336,0.497,0.096,NA,0.389,0.291,0.485,0.125,NA,NA,0.195,0.135,0.258,0.159,NA,NA,237.3,228.3,246.9,0.02,NA,1226480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,0.079
56,Wyoming,High_school,0.23,0.166,0.304,0.151,NA,NA,0.46,0.365,0.553,0.102,NA,NA,0.31,0.239,0.381,0.117,NA,252.7,243.7,261.6,0.018,0.382,0.301,0.478,0.118,NA,0.399,0.299,0.494,0.123,NA,NA,0.219,0.154,0.283,0.147,NA,NA,238,228.6,247.3,0.02,NA,118010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,0.171
1,Alabama,Some_college,0.153,0.106,0.198,0.15,NA,NA,0.419,0.342,0.494,0.091,NA,NA,0.429,0.367,0.493,0.075,NA,267.4,257.4,277.7,0.019,0.296,0.239,0.357,0.102,NA,0.421,0.342,0.499,0.094,NA,NA,0.284,0.228,0.344,0.102,NA,NA,248.7,239.1,258.6,0.019,NA,1136470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,0.108
2,Alaska,Some_college,0.063,0.027,0.108,0.316,NA,1,0.327,0.22,0.431,0.164,NA,NA,0.609,0.512,0.712,0.083,NA,288.9,278.3,300.1,0.019,0.146,0.089,0.21,0.213,NA,0.41,0.3,0.515,0.132,NA,NA,0.443,0.353,0.539,0.106,NA,NA,270.9,260,281.9,0.021,NA,195030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,NA,NA,NA,NA,NA,NA,0.165,NA,NA,NA,NA,0.151
4,Arizona,Some_college,0.128,0.085,0.173,0.171,NA,NA,0.367,0.286,0.448,0.113,NA,NA,0.505,0.431,0.575,0.072,NA,273.4,263.4,283.7,0.019,0.249,0.191,0.309,0.118,NA,0.416,0.333,0.496,0.099,NA,NA,0.335,0.272,0.402,0.098,NA,NA,254.1,244.5,264,0.02,NA,1696910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA,0.097
5,Arkansas,Some_college,0.146,0.096,0.192,0.16,NA,NA,0.407,0.327,0.485,0.098,NA,NA,0.447,0.384,0.517,0.075,NA,268.5,259.1,278.2,0.018,0.283,0.223,0.34,0.104,NA,0.428,0.348,0.505,0.092,NA,NA,0.289,0.235,0.352,0.104,NA,NA,250.9,241.5,261.1,0.02,NA,671650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,0.159,NA,NA,NA,NA,0.101
6,California,Some_college,0.167,0.134,0.21,0.114,NA,NA,0.333,0.271,0.388,0.091,NA,NA,0.5,0.452,0.552,0.051,NA,269.4,262.4,276.2,0.013,0.326,0.278,0.38,0.079,NA,0.358,0.295,0.416,0.086,NA,NA,0.316,0.278,0.356,0.065,NA,NA,248.1,241.5,254.8,0.013,NA,8967890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA,0.094
8,Colorado,Some_college,0.108,0.07,0.145,0.173,NA,NA,0.354,0.283,0.427,0.103,NA,NA,0.538,0.473,0.602,0.061,NA,277.4,268.2,286.7,0.017,0.233,0.181,0.288,0.117,NA,0.382,0.306,0.451,0.095,NA,NA,0.385,0.331,0.441,0.072,NA,NA,259.3,250.6,268.4,0.018,NA,1274260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,0.186,NA,NA,NA,NA,0.097
9,Connecticut,Some_college,0.115,0.068,0.167,0.22,NA,NA,0.357,0.269,0.447,0.126,NA,NA,0.528,0.452,0.603,0.072,NA,271.5,261.2,282.1,0.019,0.223,0.155,0.294,0.158,NA,0.375,0.28,0.467,0.126,NA,NA,0.402,0.335,0.471,0.087,NA,NA,256.7,246.9,267,0.02,NA,726405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA,NA,0.198,NA,NA,NA,NA,0.064
10,Delaware,Some_college,0.099,0.061,0.155,0.236,NA,NA,0.391,0.309,0.473,0.107,NA,NA,0.51,0.436,0.578,0.071,NA,272.3,259.6,284,0.023,0.209,0.149,0.285,0.163,NA,0.431,0.339,0.514,0.105,NA,NA,0.36,0.294,0.425,0.093,NA,NA,253.7,241.2,265.1,0.024,NA,201445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,NA,NA,0.184,NA,NA,NA,NA,0.059
11,District of Columbia,Some_college,0.313,0.163,0.463,0.249,NA,NA,0.399,0.176,0.618,0.282,NA,NA,0.288,0.133,0.462,0.293,NA,261.7,243.5,281.1,0.037,0.559,0.374,0.74,0.169,NA,0.266,0.038,0.484,0.431,NA,1,0.175,0.056,0.324,0.392,NA,1,230.2,210.6,251.4,0.045,NA,104755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,NA,NA,NA,NA,NA,NA,0.219,NA,NA,NA,NA,0.062
12,Florida,Some_college,0.14,0.104,0.182,0.14,NA,NA,0.376,0.303,0.451,0.1,NA,NA,0.484,0.419,0.548,0.069,NA,272,264.3,279.8,0.015,0.268,0.215,0.321,0.102,NA,0.446,0.373,0.514,0.082,NA,NA,0.287,0.237,0.341,0.094,NA,NA,252.9,245.1,260.4,0.016,NA,4749990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA,NA,0.142
13,Georgia,Some_college,0.167,0.125,0.21,0.128,NA,NA,0.412,0.345,0.481,0.084,NA,NA,0.421,0.365,0.475,0.067,NA,264.8,257.6,272,0.014,0.319,0.266,0.376,0.087,NA,0.411,0.34,0.481,0.087,NA,NA,0.27,0.218,0.32,0.095,NA,NA,246.7,238.9,254,0.016,NA,2235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,NA,NA,0.166,NA,NA,NA,NA,0.145
15,Hawaii,Some_college,0.071,0.032,0.121,0.319,NA,1,0.339,0.247,0.427,0.136,NA,NA,0.59,0.51,0.672,0.07,NA,279.3,266.6,291.9,0.023,0.166,0.099,0.245,0.224,NA,0.414,0.31,0.513,0.124,NA,NA,0.42,0.343,0.5,0.095,NA,NA,263.2,251.1,275.4,0.024,NA,353445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,0.193,NA,NA,NA,NA,0.048
16,Idaho,Some_college,0.101,0.07,0.136,0.171,NA,NA,0.368,0.295,0.444,0.102,NA,NA,0.531,0.461,0.599,0.066,NA,278.2,269.3,286.8,0.016,0.22,0.172,0.272,0.114,NA,0.427,0.348,0.503,0.09,NA,NA,0.353,0.29,0.423,0.094,NA,NA,260.1,251.1,269,0.017,NA,428910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA,0.12
17,Illinois,Some_college,0.133,0.103,0.173,0.131,NA,NA,0.361,0.3,0.422,0.085,NA,NA,0.506,0.451,0.556,0.052,NA,270.1,262.5,277.2,0.014,0.258,0.214,0.311,0.094,NA,0.389,0.324,0.451,0.084,NA,NA,0.354,0.306,0.4,0.068,NA,NA,251.7,244.4,258.7,0.015,NA,2902265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.083
18,Indiana,Some_college,0.119,0.084,0.155,0.149,NA,NA,0.383,0.319,0.448,0.086,NA,NA,0.498,0.441,0.556,0.058,NA,274.3,265.9,282.8,0.016,0.234,0.189,0.28,0.098,NA,0.421,0.354,0.488,0.081,NA,NA,0.345,0.294,0.4,0.079,NA,NA,257.1,249.1,265.5,0.016,NA,1491490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA,0.1
19,Iowa,Some_college,0.097,0.056,0.137,0.208,NA,NA,0.339,0.26,0.412,0.112,NA,NA,0.564,0.501,0.635,0.059,NA,281.5,270.7,293.2,0.02,0.185,0.131,0.239,0.148,NA,0.39,0.309,0.469,0.105,NA,NA,0.425,0.364,0.494,0.078,NA,NA,264.6,255,275.3,0.02,NA,796640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,0.184,NA,NA,NA,NA,0.057
20,Kansas,Some_college,0.125,0.088,0.163,0.148,NA,NA,0.352,0.285,0.418,0.094,NA,NA,0.523,0.466,0.584,0.057,NA,273.6,263.9,282.9,0.017,0.24,0.188,0.29,0.108,NA,0.39,0.319,0.46,0.091,NA,NA,0.37,0.318,0.425,0.073,NA,NA,257.4,249.2,265.6,0.016,NA,708550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,0.099
21,Kentucky,Some_college,0.136,0.092,0.185,0.173,NA,NA,0.395,0.315,0.474,0.102,NA,NA,0.469,0.402,0.536,0.074,NA,270.9,262.5,278.9,0.015,0.25,0.196,0.309,0.114,NA,0.425,0.343,0.505,0.097,NA,NA,0.325,0.262,0.39,0.1,NA,NA,255.4,247,264.1,0.017,NA,1003800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,0.169,NA,NA,NA,NA,0.079
22,Louisiana,Some_college,0.185,0.135,0.24,0.143,NA,NA,0.433,0.348,0.513,0.095,NA,NA,0.382,0.32,0.451,0.087,NA,261.3,250.7,271.8,0.021,0.342,0.279,0.412,0.098,NA,0.424,0.338,0.501,0.097,NA,NA,0.235,0.183,0.293,0.121,NA,NA,239.9,229.8,249.6,0.021,NA,983230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,0.179,NA,NA,NA,NA,0.126
23,Maine,Some_college,0.083,0.052,0.118,0.2,NA,NA,0.364,0.288,0.437,0.101,NA,NA,0.552,0.485,0.623,0.062,NA,279.7,270.8,288.9,0.016,0.164,0.122,0.211,0.136,NA,0.438,0.36,0.513,0.087,NA,NA,0.398,0.331,0.469,0.088,NA,NA,265.5,256.2,275.3,0.018,NA,317525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,0.094
